product_name,product_date,product_group,product_comments,product_votes,product_merchant
Darmowe 27 minut do wykorzystania w Hive!,kwi 15.,"['Za darmo', 'Pozostałe oferty']",52,0,None
Zegarki męskie Bulova Precisionist Chronograph,kwi 15.,"['Zegarki', 'Akcesoria modowe', 'Moda']",17,0,None
"Belgiskie piwo Grimbergen: Blonde, Blanche, Double Ambree @Aldi",kwi 15.,"['Grill', 'Alkohole', 'Piwo', 'Ogród', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",20,0,None
Wino Companione red sweet 1l @Kaufland,kwi 14.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",6,0,None
"Preparat do czyszczenia felg - Tenzi ""Krwawa felga"" 0,6L @Biedronka",kwi 14.,"['Pojazdy', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Hity z marketów']",141,0,None
"Jaja z wolnego wybiegu Moja Kurka, kl.L, 20 szt. @Biedronka",kwi 14.,"['Artykuły spożywcze', 'Hity z marketów']",37,0,None
"Kawa Lavazza Qualita Oro ziarnista, mielona 250g - 13.99zł| Lavazza ziarnista Crema e Gusto 1kg - 34.99zł @Biedronka",kwi 14.,"['Artykuły spożywcze', 'Hity z marketów']",33,0,None
"Anne Pro 2 - klawiatura mechaniczna 60%, BT 4.0, USB-C, NKRO",kwi 14.,"['Akcesoria komputerowe', 'Akcesoria dla graczy', 'Komputery i tablety', 'Elektronika']",21,0,None
Słuchawki Bluetooth Pioneer SE-MJ553BT-K Biedronka,kwi 14.,"['Słuchawki', 'Audio i HiFi', 'Pozostałe oferty', 'Telefony i smartfony', 'Komputery i tablety', 'Hity z marketów', 'Elektronika']",32,0,None
Trampolina 305 cm biedronka,kwi 14.,"['Zabawki ogrodowe', 'Ogród i majsterkowanie', 'Hity z marketów']",16,0,None
Xiaomi Lofans - żelazko,kwi 14.,"['Żelazka', 'AGD', 'Xiaomi', 'Elektronika']",25,0,None
Głośnik Bluetooth Anker Soundcore Zero (a la Harman Kardon Onyx Studio) @Amazon,Zaktualizowano kwi 14. (Opublikowano lut 18.),"['Głośniki', 'Audio i HiFi', 'Telefony i smartfony', 'Elektronika']",17,0,None
Jeger efekt betonu 21 kg Leroy Merlin Port Łódź,kwi 14.,['Ogród i majsterkowanie'],14,0,None
Uchwyt samochodowy Xiaomi Mi WCJ02ZM 20W Qi  Bezprzewodowy ładowarko,kwi 14.,"['Smartfony', 'Podróże', 'Xiaomi', 'Telefony i smartfony']",38,0,None
"Garmin | obniżka do 40% | zegarki, nawigacje, waga",kwi 14.,"['Garmin', 'Nawigacja', 'Akcesoria samochodowe', 'Zegarki', 'Akcesoria modowe', 'Podróże', 'Pozostałe oferty', 'Telefony i smartfony']",42,0,None
Astrolux FT03 SST40-W 2400lm,kwi 13.,"['Latarki', 'Camping', 'Sport i turystyka', 'Pozostałe oferty']",79,0,None
Gin Seagrams 0.7 w Biedronce,kwi 13.,['Artykuły spożywcze'],22,0,None
Wino sztos - Hans Greyl  sauvignon blanc - biedronka przy zakupie 2 sztuk,kwi 13.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",262,0,None
Woda Veroni mineral pure - Lidl,kwi 13.,"['Artykuły spożywcze', 'Hity z marketów']",21,0,None
Błąd cenowy wino Porto Martinez @Biedronka?,kwi 13.,"['Błąd cenowy', 'Alkohole', 'Napoje', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",64,0,None
"HBO GO dla użytkowników sieci PLUS, 2 miesiące za darmo",kwi 13.,"['Seriale', 'Filmy i seriale', 'Za darmo', 'Kultura i rozrywka', 'Pozostałe oferty']",95,0,None
NBA League pass 7-days trial,kwi 13.,"['Sport i turystyka', 'Kultura i rozrywka']",17,0,None
Kupony dla nowych użytkowników Aliexpress,kwi 13.,['Pozostałe oferty'],23,0,None
Sony Playstation 4 Pro 1TB (CUH-7116B) [OUTLET],kwi 13.,"['PlayStation', 'PlayStation 4', 'Konsole', 'Kultura i rozrywka', 'Gaming']",13,0,None
20% rabatu na wszystko @ Homla,kwi 12.,"['Ogród i majsterkowanie', 'Pozostałe oferty']",2,0,None
Wino Wermut La Torina Bianco 1 l - BIEDRONKA,kwi 12.,"['Alkohole', 'Napoje', 'Zdrowie i uroda', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",47,0,None
"Whiskey Dubliner 0,7l Kaufland",kwi 12.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",13,0,None
Słodycze z Lidla 50% taniej,kwi 12.,"['Słodycze', 'Jedzenie', 'Artykuły spożywcze']",17,0,None
Stylowe Zakupy - akcja rabatowa miesięcznika Twoj Styl i Show. Kupony zniżkowe od 12.04,Zaktualizowano kwi 12. (Opublikowano mar 8.),"['Zdrowie i uroda', 'Rodzina i dzieci', 'Kultura i rozrywka', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Gaming', 'Telefony i smartfony', 'Artykuły spożywcze', 'Komputery i tablety', 'Moda', 'Elektronika']",85,0,None
-20 zł na pierwszy przejazd z Bolt (kod w aplikacji goodie),kwi 12.,['Pozostałe oferty'],11,0,None
Elektryczny wkrętak obrotowo udarowy 450W,kwi 11.,['Ogród i majsterkowanie'],23,0,None
Macallan 15yo Triple cask matured - fine oak (Auchan Gdańsk - Kołobrzeska),kwi 11.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",9,0,None
10€ bonus za zakup karty przedpłacowej do amazon.de za kwotę 30€ w żabce,Zaktualizowano kwi 11. (Opublikowano mar 22.),"['Ogród i majsterkowanie', 'Gaming', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",573,0,None
"Xiaomi w Rossmann! Mi Box S 4k 249, MiBand3 119",kwi 11.,"['Xiaomi', 'Telefony i smartfony', 'Elektronika']",9,0,None
Fort William Whisky 1L Intermarche,kwi 11.,"['Alkohole', 'Napoje', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",4,0,None
Monster Energy Drink 500ml Auchan WSZYSTKIE SMAKI,kwi 11.,"['Napoje', 'Artykuły spożywcze', 'Hity z marketów']",10,0,None
Irygator do zębów Biedronka (Bolesławiec),kwi 11.,"['Błąd cenowy', 'Zdrowie i uroda', 'Hity z marketów']",18,0,None
"Whisky Famous Grouse Naked Grouse - blended malt 0,7 - biedronka Rzeszów",kwi 11.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",51,0,None
Fundamenty odżywiania Ebook za darmo,kwi 11.,"['eBooki', 'Książki i czasopisma', 'Za darmo', 'Zdrowie i uroda']",38,0,None
"Seiko 5 SRP48X ""Baby Monster""",Zaktualizowano kwi 11. (Opublikowano mar 7.),"['Zegarki', 'Akcesoria modowe', 'Moda']",29,0,None
Amazon Fire TV stick 4K wysyłka z mediamarkt.de do Polski,kwi 11.,"['TV i wideo', 'Kultura i rozrywka']",150,0,None
Szampon + odżywka Tresemme 1+1 gratis w Rossmann,kwi 10.,"['Uroda', 'Zdrowie i uroda']",5,0,None
"Zniżka na loty międzykontynentalne liniami Scoot po zastosowaniu kodu, najbliższe lotnisko w Berlinie",kwi 10.,"['Loty', 'Podróże']",4,0,None
Xiaomi SO White Sonic elektryczna szczoteczka do zębów,kwi 10.,"['Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Xiaomi', 'Zdrowie i uroda']",15,0,None
XIAOMI Huohou ostrzałka do noży,kwi 10.,"['Xiaomi', 'Ogród i majsterkowanie']",16,0,None
odkurzacz bezprzewodowy BlitzWolf BW-AR182,kwi 10.,"['Odkurzacze', 'AGD', 'Ogród i majsterkowanie']",19,0,None
"Huawei MateBook D 15.6"" i3-8130U/8GB/256SSD/Win10 FHD w promocji xkom",kwi 10.,"['Smartfony Huawei', 'Smartfony', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",31,0,None
"Garmin Fenix 5 za ok. 1325zł (Garmin Vivomove za 562zł, Garmin Vivoactive 3 Music za 864zł) @ Amazon.de",Zaktualizowano kwi 10. (Opublikowano kwi 10.),"['Garmin Fenix', 'Garmin', 'Bieganie', 'Smartwatche', 'Fitness i bieganie', 'Wearable', 'Zegarki', 'Akcesoria modowe', 'Zdrowie i uroda', 'Moda']",164,0,None
Perfumy Próchnik AFP - damskie i męskie,kwi 10.,"['Prezentowe inspiracje', 'Perfumy', 'Zdrowie i uroda']",22,0,None
Darmowe badania na pasożyty. Wiele lokalizacji,kwi 10.,"['Usługi zdrowotne', 'Za darmo', 'Zdrowie i uroda']",21,0,None
Xiaomi Mi BOX S 4K,kwi 10.,"['Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",55,0,None
"Komoot - nawigacja rowerowa i turystyczna, mapy na cały świat €10 taniej",kwi 10.,"['Akcesoria rowerowe', 'Nawigacja', 'Akcesoria samochodowe', 'Rowery', 'Sporty rowerowe i miejskie', 'Sport i turystyka', 'Telefony i smartfony', 'Komputery i tablety']",18,0,None
Jim Beam 1 L w Lidl,kwi 9.,"['Kultura i rozrywka', 'Artykuły spożywcze', 'Hity z marketów']",21,0,None
Amazon.de 50 euro Gift Card ( 20% zniżki ),kwi 9.,"['Gaming', 'Komputery i tablety']",28,0,None
CADA zdalnie sterowana furgonetka z klocków @Biedronka,kwi 9.,"['Klocki', 'Zabawki', 'Rodzina i dzieci', 'Hity z marketów']",6,0,None
Walizka kabinowa Ochnik (Ryanair oraz Wizzair) ABS,kwi 9.,"['Walizki', 'Linie lotnicze', 'Loty', 'Bagaż', 'Akcesoria modowe', 'Podróże']",33,0,None
Alkoholowe propozycje na święta Carrefour,kwi 9.,"['Artykuły spożywcze', 'Hity z marketów']",8,0,None
"POLMLEK Masło ekstra za 3,33 szt. przy zakupie 3 szt. w Lidlu",kwi 9.,"['Artykuły spożywcze', 'Hity z marketów']",32,0,None
Xiaomi Redmi AirDots,kwi 9.,"['Chińskie smartfony', 'Słuchawki', 'Audio i HiFi', 'Smartfony', 'Xiaomi', 'Telefony i smartfony', 'Elektronika']",46,0,None
Zniżka 5 zł na następny przejazd Bolt ( Taxify ),kwi 9.,['Pozostałe oferty'],57,0,None
Kod rabatowy na 5% do timsport.pl,kwi 9.,"['Ubrania dla dzieci', 'Odzież', 'Moda']",0,0,None
"Philips OneBlade trymer/golarka QP2520/20, 3 nasadki + dodatkowe drugie ostrze gratis, też model 2530 za 174zł, Auchan Białystok",kwi 8.,"['Zdrowie i uroda', 'Pozostałe oferty', 'Hity z marketów']",19,0,None
1 litr Johnnie Walker red Biedronka 49.99,kwi 8.,"['Artykuły spożywcze', 'Hity z marketów']",21,0,None
Coca Cola 1l w Żabce,kwi 8.,"['Napoje', 'Artykuły spożywcze']",31,0,None
EA Access - 1 miesiąc. Xbox one.,kwi 8.,"['Xbox One', 'Xbox', 'Konsole', 'Gaming', 'Komputery i tablety']",7,0,None
Bon Biedronka 10 zł - Koniec akcji,Zaktualizowano kwi 8. (Opublikowano mar 26.),"['Artykuły spożywcze', 'Hity z marketów']",3346,0,None
Monster Energy w żabce,kwi 8.,['Artykuły spożywcze'],146,0,None
Stock 0.7 za 28zł w Biedronce,kwi 8.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",29,0,None
Drukarka Xiaomi Mijia Foto,kwi 7.,"['Drukarki', 'Akcesoria komputerowe', 'Xiaomi', 'Komputery i tablety', 'Elektronika']",10,0,None
Słuchawki bezprzewodowe Onkyo H500BT,kwi 7.,"['Słuchawki', 'Audio i HiFi', 'Komputery i tablety', 'Elektronika']",11,0,None
1 z 40 000 plecaków-worków za 15 opakowań produktów promocyjnych Kinder @ Kolporter,kwi 6.,"['Jedzenie', 'Rodzina i dzieci', 'Artykuły spożywcze']",13,0,None
Szafa ubraniowa @Biedronka,kwi 6.,"['Ogród i majsterkowanie', 'Hity z marketów']",18,0,None
"Papier toaletowy rumiankowy Queen 8 rolek, 3 warstwy biedronka",kwi 6.,"['Higiena i pielęgnacja', 'Zdrowie i uroda', 'Hity z marketów']",21,0,None
Rtx 2060 outlet pełna gwarancja xkom,kwi 6.,"['Karty graficzne', 'Podzespoły komputerowe', 'Komputery i tablety', 'Elektronika']",67,0,None
Płyn do spryskiwaczy 5L letni z lejkiem @Biedronka,kwi 6.,"['Pozostałe oferty', 'Hity z marketów']",38,0,None
Motorola Moto Mods obiektyw Hasselblad True Zoom,kwi 6.,"['Telefony i smartfony', 'Elektronika']",86,0,None
VPN Windscribe na rok,kwi 6.,"['Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",133,0,None
"Captain Morgan 0,7l + kufel do drinków w Lidlu",kwi 5.,"['Podróże', 'Kultura i rozrywka', 'Artykuły spożywcze']",30,0,None
Gillette mach 3 start Biedronka,kwi 5.,"['Zdrowie i uroda', 'Hity z marketów']",13,0,None
2 x 750 ml. - Wino Marquês de Borba Colheita Tinto 2017 - Biedronka,kwi 5.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",10,0,None
Bebilon 4 krótka data ważności do: 2019-05-19 bezpłatny odbiór w aptece,kwi 5.,"['Dziecko', 'Pielęgnacja dzieci', 'Za darmo', 'Zdrowie i uroda', 'Rodzina i dzieci']",10,0,None
BEZPŁATNE czipowanie psów i kotów (Warszawa),kwi 5.,"['Za darmo', 'Pozostałe oferty']",34,0,None
Xiaomi Redmi Note 7 PRO 6 GB RAM 128 GB PINK polska gwarancja,kwi 5.,"['Xiaomi', 'Kultura i rozrywka', 'Telefony i smartfony', 'Komputery i tablety']",17,0,None
"Czekolada Chateau 200g, 3 smaki @ Aldi",kwi 5.,"['Słodycze', 'Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",12,0,None
Huawei Watch GT,kwi 4.,"['Smartfony Huawei', 'Smartwatche', 'Wearable', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",24,0,None
Amazon daje 15 Euro dla nowych użytkowników ich aplikacji mobilnej.,kwi 4.,['Kultura i rozrywka'],276,0,None
Xiaomi Mi LED Desk Lamp lampka biurkowa w świetnej cenie @ mi-home.pl,kwi 4.,"['Smartfony', 'Xiaomi', 'Ogród i majsterkowanie', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",98,0,None
Klasyczny Zegarek Automatyczny Bulova 96C132,kwi 4.,"['Zegarki', 'Akcesoria modowe', 'Pozostałe oferty', 'Moda']",39,0,None
Telewizor Panasonic TX-65FX620E za 2999zł @ Rtv Euro Agd,kwi 4.,"['4K TV', 'TV', 'TV i wideo', 'Elektronika']",18,0,None
Whisky  Grant's 12 Age czarny @ Lidl,kwi 4.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",7,0,None
Warszawa Innogy Go 15 minut za 1 grosz,kwi 3.,"['Podróże', 'Kultura i rozrywka']",54,0,None
Whisky Kanister Hankey Bannister 1.5l Tesco,kwi 3.,"['Alkohole', 'Napoje', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",33,0,None
Jim Beam 0.7l plus dwie szklanki Tesco Bourbon Whiskey,kwi 3.,"['Alkohole', 'Napoje', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",26,0,None
Cityfit Karnet + opłata wpisowa za 50% tylko dziś,kwi 3.,['Zdrowie i uroda'],15,0,None
10 euro za założenie darmowego konta N26,kwi 3.,"['Pozostałe oferty', 'Telefony i smartfony', 'Elektronika']",142,0,None
Lidl - Zestaw Komes & Kormoran plus pokal  PIWO,kwi 3.,"['Grill', 'Piwo', 'Ogród', 'Napoje', 'Ogród i majsterkowanie', 'Pozostałe oferty']",13,0,None
"Whisky - Johnnie Walker Black label 0,7 + 2 szklanki w Biedronce",kwi 2.,"['Alkohole', 'Napoje', 'Artykuły spożywcze']",29,0,None
Telewizor LG 55sk8100 120hz matryca za 2600,kwi 2.,"['TV', 'TV i wideo', 'Elektronika']",11,0,None
"Najtaniej w Polsce! Soundbar LG SK10Y 5.1.2 350+200W RMS Dolby Atmos, eMag",kwi 2.,"['Audio i HiFi', 'Elektronika']",33,0,None
Telewizor Thomson 50UD6306 za 1299zł @ My Center,kwi 2.,"['4K TV', 'TV', 'TV i wideo', 'Elektronika']",6,0,None
LG V40 ThinQ,kwi 2.,"['Telefony i smartfony', 'Elektronika']",11,0,None
"Biedronka pepsi 2x1,75   2,19 za butelkę",kwi 1.,"['Napoje', 'Artykuły spożywcze', 'Hity z marketów']",23,0,None
Kolejna odsłona akcji PYSZNIE SMAKUJE Z CYDREM LUBELSKIM! Kup Cydr Lubelski - odbierz kupon 10zł MWZ 30zł na pyszne.pl,kwi 1.,"['Alkohole', 'Napoje', 'Pozostałe oferty', 'Artykuły spożywcze']",134,0,None
Krem do stóp Be Beauty BIEDRONKA,kwi 1.,"['Uroda', 'Zdrowie i uroda', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Hity z marketów', 'Moda']",2,0,None
"Bilety/Pakiety do JuraPark Bałtów (dzisiaj już tylko -30%, Czwartek -20%)",kwi 1.,"['Podróże', 'Rodzina i dzieci', 'Kultura i rozrywka']",11,0,None
Słuchawki bezprzewodowe Xiaomi Airdots TWS TWSEJ02LM Bluetooth 5.0,kwi 1.,"['Słuchawki', 'Audio i HiFi', 'Xiaomi', 'Pozostałe oferty', 'Telefony i smartfony', 'Elektronika']",23,0,None
Sharp Aquos S3 4/64 NFC,kwi 1.,"['Telefony i smartfony', 'Elektronika']",355,0,None
10% rabatu na specbrands.pl - OKULARY BALISTYCZNE i RĘKAWICE TAKTYCZNE,kwi 1.,"['Optyk', 'Sport i turystyka', 'Podróże', 'Kultura i rozrywka', 'Moda']",3,0,None
Lecton - 60 dni audiobooków za darmo,Zaktualizowano kwi 1. (Opublikowano lut 22.),"['Książki i czasopisma', 'Za darmo', 'Kultura i rozrywka', 'Telefony i smartfony']",74,0,None
HP Pavilion Power i5-8300H/ 8GB/ 1TB/ GTX1050Ti,kwi 1.,"['Komputery i tablety', 'Elektronika']",40,0,None
"Whisky Grant's 1.5 L Tesco za 79,99 a z kuponem jeszcze taniej",mar 31.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",15,0,None
"LIDL - 2-biegowa, akumulatorowa wiertarkowkrętarka z udarem 20 V (zestaw z ładowarką i aku.)",mar 30.,"['Ogród i majsterkowanie', 'Hity z marketów']",48,0,None
-10$ Aliexpress - błąd z kuponami (nowi użytkownicy),mar 30.,"['Błąd cenowy', 'Pozostałe oferty', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",106,0,None
Darmowa dostawa karty revolut,Obowiązuje do 30/03/2020,"['Finanse i ubezpieczenia', 'Pozostałe oferty']",178,1415,Revolut
20zł zniżki MWZ 100zł @ xkom w aplikacji,Zaktualizowano mar 30. (Opublikowano sty 18.),"['Komputery i tablety', 'Elektronika']",499,0,None
Przenośny/samochodowy odkurzacz Xiaomi Cleanfly FVQ,mar 30.,"['Xiaomi odkurzacze', 'Odkurzacze', 'AGD', 'Xiaomi', 'Ogród i majsterkowanie']",38,0,None
Skarpetki nie do pary z Many Mornings 20% taniej,mar 30.,"['Akcesoria modowe', 'Moda']",20,0,None
Telewizor 55 cali 4K Samsung 55NU7093 1611 zł Neonet,mar 30.,"['TV 55 cali', 'TV', 'TV i wideo', 'Telefony i smartfony', 'Elektronika']",79,0,None
Hulajnoga elektryczna Motus City 6 XD,mar 30.,"['Hulajnogi', 'Pozostałe oferty']",15,0,None
Jeden z najlepszych wosków na rynku do aut ciemnych - Soft99 Fusso Coat 12 months Dark Colour Wax,mar 29.,['Pozostałe oferty'],73,0,None
"Dafi dzbanek filtrujący 2,4l + bidon 0,7l Biedronka",mar 29.,"['Zdrowie i uroda', 'Pozostałe oferty', 'Artykuły spożywcze', 'Hity z marketów']",50,0,None
RTV EURO AGD kontrakcja dla MEDIA MARKT,mar 29.,"['4K TV', 'TV', 'TV i wideo', 'Kultura i rozrywka', 'Elektronika']",51,0,None
Beskidzka Karafka. Nalewka Wiśnia i Śliwka. Carrefour,mar 29.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",4,0,None
Kraków Kapelanka Kiermasz Badury,mar 29.,['Moda'],2,0,None
Kawa ziarnista Astra Professional Cafe Espresso 1kg + kubek @Netto,mar 29.,"['Artykuły spożywcze', 'Hity z marketów']",25,0,None
Whisky The Famous Grouse 1L w biedronce za 52.99!!,mar 29.,"['Alkohole', 'Napoje', 'Kultura i rozrywka', 'Artykuły spożywcze']",39,0,None
"Rock P65 Mini Power Bank 10000mAh, 18W, PD3, QC3, USB-C, MicroUSB",Zaktualizowano mar 29. (Opublikowano sty 5.),"['Powerbanki', 'Akcesoria i gadżety', 'Słuchawki', 'Audio i HiFi', 'Konsole', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",299,0,None
[Aliexpress] Radio samochodowe z Androidem Eunavi z PL za ok. 601zł (wersja z 4GB RAM),mar 29.,"['Części samochodowe', 'Pojazdy', 'RAM', 'Motoryzacja', 'Podzespoły komputerowe', 'Pozostałe oferty', 'Komputery i tablety']",16,0,None
Drukarka EPSON XP-245 z WiFi - możesz używać tanich zamienników tuszy.,mar 29.,"['Drukarki', 'Akcesoria komputerowe', 'Komputery i tablety', 'Elektronika']",30,0,None
Latarka Sofirn SP33 20$,mar 29.,"['Latarki', 'Camping', 'Telefony i smartfony', 'Elektronika']",57,0,None
JBL Xtreme 2 w RTV euro AGD,mar 29.,"['Głośniki', 'Audio i HiFi', 'Elektronika']",14,0,None
Nocne przeceny w Neonet,mar 29.,"['Ogród i majsterkowanie', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",3,0,None
Philips 55PUS7303/12,mar 29.,"['4K TV', 'TV', 'TV i wideo', 'Kultura i rozrywka', 'Elektronika']",41,0,None
"Alkohole w ALDI - Oferta ogólnopolska (m.in. bouron Jim Beam 0,7L + 2 szklanki)",mar 28.,"['Artykuły spożywcze', 'Hity z marketów']",26,0,None
100 złotych kluczy SHiFT do Borderlands 2 ze streama Gearbox Software,mar 28.,['Gaming'],12,0,None
[Lidl] Monsieur Cuisine Connect wielofunkcyjny robot kuchenny z WiFi,mar 28.,"['Małe AGD do kuchni', 'AGD', 'Zdrowie i uroda', 'Hity z marketów']",96,0,None
Bluedio T-elf mini Air,mar 28.,"['Słuchawki', 'Audio i HiFi', 'Konsole', 'Kultura i rozrywka', 'Telefony i smartfony']",60,0,None
Pęczek Sanrenmu - 1x nóż Land 812 (VG10 + Tytan) + 2x nożyk + 2x brelok,mar 28.,['Ogród i majsterkowanie'],6,0,None
"Klawiatura mechaniczna HAVIT HV-KB395L - niski skok, RGB (możliwe 219 zł)",mar 28.,"['Akcesoria komputerowe', 'Kultura i rozrywka', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",12,0,None
Urodzinowe kupony Aliexpress aktualizacja,Zaktualizowano mar 28. (Opublikowano mar 24.),"['Zdrowie i uroda', 'Kultura i rozrywka', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Gaming', 'Telefony i smartfony', 'Artykuły spożywcze', 'Komputery i tablety', 'Moda', 'Elektronika']",356,0,None
"FINLANDIA 1L  -25% 59,99 TESCO",mar 28.,"['Alkohole', 'Napoje', 'Artykuły spożywcze', 'Hity z marketów']",6,0,None
-6$ przy pierwszym zamówieniu za min. 7$ @ Aliexpress,mar 28.,['Pozostałe oferty'],280,0,None
"RTV, AGD, Komputery bez VAT-u w MediaMarkt",Zaktualizowano mar 28. (Opublikowano mar 27.),"['Ogród i majsterkowanie', 'Komputery i tablety', 'Elektronika']",350,0,None
ADGUARD  - rabat 40 % na wszystkie NOWE licencje.,mar 28.,"['Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",25,0,None
"Pieluszki Lupilu Premium Mega Paka. Rozmiar 3,4,5 - 98/82/72sztuki",mar 28.,"['Pieluchy', 'Dziecko', 'Pielęgnacja dzieci', 'Zdrowie i uroda', 'Rodzina i dzieci']",11,0,None
"Dobre, tanie płyty CD w biedronce",mar 28.,"['Muzyka', 'Kultura i rozrywka']",21,0,None
Sześciopak Inne Beczki Kraft @ Lidl,mar 27.,"['Piwo', 'Napoje', 'Kultura i rozrywka', 'Artykuły spożywcze']",16,0,None
FLIXBUS -20%,mar 27.,['Podróże'],51,0,None
Xiaomi w Rossmannie,mar 27.,"['Xiaomi', 'Elektronika']",56,0,None
Ziołowy likier Jagdstolz 0.7l Lidl,mar 27.,"['Artykuły spożywcze', 'Hity z marketów']",53,0,None
Wyprzedaż do -80% Lidl Toruń Bażyńskich,mar 27.,"['Ogród i majsterkowanie', 'Hity z marketów']",20,0,None
Huawei Band 3 Pro,mar 27.,"['Opaski fitness', 'Wearable', 'Smartfony', 'Zdrowie i uroda', 'Telefony i smartfony', 'Elektronika']",6,0,None
"Druga zupa ""Zupy z Naszej Kuchni"" za 1zł @Biedronka",mar 27.,"['Jedzenie', 'Artykuły spożywcze', 'Hity z marketów']",32,0,None
Smartfon Sharp C10 4/64  B20 NFC Global Black,mar 27.,"['Smartfony', 'Telefony i smartfony', 'Elektronika']",278,0,None
Uchwyt rowerowy GUB PRO2,mar 27.,"['Rowery', 'Sporty rowerowe i miejskie', 'Sport i turystyka', 'Podróże', 'Telefony i smartfony']",38,0,None
10$/100$ dodatkowego rabatu na wszystko w aliexpress.,mar 27.,"['Ogród i majsterkowanie', 'Pozostałe oferty', 'Telefony i smartfony', 'Komputery i tablety']",21,0,None
Truskawki 500g Lidl,mar 26.,"['Artykuły spożywcze', 'Hity z marketów']",39,0,None
Xiaomi Mi Pad 4 4/64GB Global Gold!,mar 26.,"['Smartfony', 'Podróże', 'Xiaomi', 'Rodzina i dzieci', 'Kultura i rozrywka', 'Pozostałe oferty', 'Gaming', 'Telefony i smartfony', 'Komputery i tablety']",30,0,None
Karta MicroSD Samsung PRO Endurance 64GB (MLC) + adapter - dostawa kurierem gratis. (Możliwe 88.90),mar 26.,"['Telefony i smartfony', 'Elektronika']",11,0,None
Zegarek Casio G-Shock GW-M5610-1ER,mar 26.,"['Zegarki', 'Akcesoria modowe', 'Podróże', 'Ogród i majsterkowanie', 'Pozostałe oferty', 'Moda']",186,0,None
Prince Polo - przy zakupie 3 sztuk Biedronka,Zaktualizowano mar 26. (Opublikowano mar 17.),"['Artykuły spożywcze', 'Hity z marketów']",43,0,None
"Eurosport Player 44,50zł/rok",mar 25.,"['4K TV', 'iOS', 'Android', 'TV', 'TV i wideo', 'Oprogramowanie', 'Systemy operacyjne', 'Sport i turystyka', 'Kultura i rozrywka', 'Pozostałe oferty', 'Telefony i smartfony', 'Komputery i tablety']",68,0,None
Podziel się darmowym kodem do paczkomatu :),mar 25.,['Pozostałe oferty'],1156,0,None
Mi Body Smart Scale 2 - waga inteligentna (empik),mar 25.,"['Xiaomi', 'Ogród i majsterkowanie', 'Pozostałe oferty']",17,0,None
The Elder Scrolls III: Morrowind GOTY za darmo na platformie Bethesda.net,mar 25.,"['Za darmo', 'Gaming', 'Komputery i tablety']",98,0,None
Jack Daniel's Fire 1L Lidl,mar 25.,"['Artykuły spożywcze', 'Hity z marketów']",17,0,None
500 zł zwrotu na Samsung Galaxy Note 9,mar 25.,"['Smartfony Samsunga', 'Smartfony', 'Telefony i smartfony', 'Elektronika']",38,0,None
Soundbar i subwoofer LG SK9Y Dolby Atmos 5.1.2  ibood,mar 25.,"['Audio i HiFi', 'Elektronika']",70,0,None
Transmiter FM Alfawise Bluetooth USB MicroSD QC 3.0,mar 24.,"['Powerbanki', 'Akcesoria i gadżety', 'Szczoteczki', 'Higiena jamy ustnej', 'Higiena i pielęgnacja', 'Kultura i rozrywka', 'Telefony i smartfony', 'Komputery i tablety', 'Elektronika']",100,0,None
